FDQ40, 11.1
DRF25, 9.0
FDW56, nan
FDK24, 9.195
FDL50, nan
FDK14, nan
NCV17, 18.85
FDZ38, 17.6
NCO54, 19.5
FDO20, nan
FDP44, nan
FDM02, 12.5
FDJ55, 12.8
FDU25, 12.35
FDI26, 5.94
FDK10, 5.785
DRA59, 8.27
DRL35, 15.7
FDS36, 8.38
FDG29, 17.6
NCF07, 9.0
DRN47, nan
FDJ58, 15.6
FDT24, 12.35
FDO39, nan
FDZ21, 17.6
FDT03, 21.25
FDR55, 12.15
FDA33, nan
FDT26, 18.85
DRK12, 9.5
FDP25, 15.2
NCJ30, nan
FDW38, 5.325
FDZ15, 13.1
FDH21, 10.395
FDT21, nan
DRD25, 6.135
FDE33, 19.35
FDD52, 18.25
FDH20, nan
FDE16, 8.895
FDI14, 14.1
DRF01, 5.655
NCA06, 20.5
NCP53, 14.75
DRZ11, 8.85
NCT54, nan
FDQ09, 7.235
FDI20, 19.1
NCQ43, 17.75
FDZ52, 19.2
FDS15, 9.195
FDC16, 11.5
FDD03, 13.3
NCH30, 17.1
FDR27, 15.1
FDS16, 15.15
FDA01, 15.0
FDA44, 19.7
FDX37, 16.2
FDL40, 17.7
FDW48, 18.0
FDU39, 18.85
FDC29, 8.39
FDO22, nan
FDE11, 17.7
DRD13, 15.0
FDZ26, 11.6
FDK20, 12.6
DRI25, 19.6
FDO37, 8.06
FDV57, 15.25
FDG59, 15.85
DRI23, 18.85
NCT41, 15.7
FDT25, nan
NCR05, nan
FDY07, 11.8
NCN05, nan
NCL53, 7.5
FDG09, nan
FDX31, 20.35
FDI22, 12.6
FDX45, 16.75
FDJ57, 7.42
FDJ04, 18.0
NCW53, 18.35
FDQ26, 13.5
FDR43, 18.2
FDO32, 6.36
FDF57, 14.5
NCV06, 11.3
NCM07, 9.395
DRD12, 6.96
NCP05, 19.6
FDB40, 17.5
FDD21, nan
FDI60, nan
FDX34, 6.195
FDX19, 19.1
FDJ44, 12.3
FDL20, 17.1
FDQ39, 14.8
NCS53, 14.5
FDU12, 15.5
NCE54, 20.7
FDM50, 13.0
FDF05, nan
FDN04, 11.8
FDT40, 5.985
NCI29, 8.6
FDP28, nan
FDF04, nan
